id_anonyme,type_repondant,sexe,serie_bac,famille_bac,note_malagasy,note_francais,note_langue_vivante,note_hg,note_philosophie,note_mathematiques,note_spc,note_svt,note_ses,score_scientifique_dur,score_scientifique_naturel,score_litteraire,score_economique,moyenne_generale,mention_diplome,matiere_mathematiques,matiere_physique,matiere_informatique,matiere_svt,matiere_francais,matiere_malagasy,matiere_hg,matiere_ses,matiere_arts,matiere_autre,competence_logique,competence_programmation,competence_expression,competence_manuelle,competence_relationnelle,competence_creativite,competence_organisation,competence_esprit_critique,competence_autre,interet_technologie,interet_science,interet_art,interet_sante,interet_entrepreneuriat,interet_environnement,interet_social,interet_sport,interet_autre,experience_projet_prog,experience_stage,experience_association,experience_projet_perso,metier_vise,environnement,prerequis_bases_algo,prerequis_anglais,prerequis_maths_avancees,parcours_choisi,niveau_actuel,annee_fin_etudes,metier_exerce,anciennete_metier,satisfaction,referait_choix,commentaire_retrospectif
rep_synth_0006,etudiant,homme,a1,litteraire,14,16,19,12,16,13,,,,,,15.4,,5,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,charge_affaires,relationnel,1,1,0,caa,l3,0,,,5,oui,
rep_synth_0184,etudiant,femme,ose,economique,8,9,12,14,9,12,,,17,,,10.4,14.3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,horticulteur,bureau,0,1,0,emp,l3,0,,,4,oui,
rep_synth_0236,etudiant,homme,a1,litteraire,13,18,14,11,16,7,,,,,,14.4,,3,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,ingenieur_ml,relationnel,1,1,0,teh,m1,0,,,4,oui,
rep_synth_0274,professionnel,homme,ose,economique,8,17,16,13,8,20,,,17,,,12.4,16.7,4,3,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,chef_de_projet,bureau,1,1,1,iggia,,2013,developpeur,102,5,oui,
rep_synth_0085,etudiant,femme,ose,economique,15,20,17,13,13,14,,,20,,,15.6,15.7,5,4,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,charge_etudes,bureau,0,1,1,emp,m1,0,,,4,oui,
rep_synth_0214,etudiant,homme,l,litteraire,13,11,14,17,16,14,,,,,,14.2,,4,3,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,assistant_juridique,bureau,0,1,1,dtja,m1,0,,,4,oui,
rep_synth_0358,professionnel,femme,a2,litteraire,13,12,16,19,15,9,,,,,,15.0,,4,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,juriste,relationnel,0,1,0,dtja,,2013,assistant_juridique,144,4,oui,
rep_synth_0377,professionnel,homme,c,scientifique,10,11,8,11,6,16,18,11,,17.0,11.0,9.2,,2,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,controleur_qualite,recherche,0,1,0,iaa,,2010,technicien_agroalimentaire,162,5,oui,
rep_synth_0164,etudiant,homme,a1,litteraire,14,20,17,15,17,9,,,,,,16.6,,5,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,juriste,bureau,0,1,0,dtja,l2,0,,,4,oui,
rep_synth_0299,professionnel,homme,s,scientifique,11,11,6,10,13,14,18,10,,16.0,10.0,10.2,,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,technicien_laboratoire,recherche,0,1,1,icmp,,2013,ingenieur_materiaux,119,5,oui,
rep_synth_0308,professionnel,femme,s,scientifique,13,8,8,9,6,13,15,13,,14.0,13.0,8.8,,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,technicien_agroalimentaire,terrain,0,1,0,iaa,,2017,controleur_qualite,84,5,oui,
rep_synth_0371,professionnel,homme,d,scientifique,11,14,10,16,12,14,19,13,,16.5,13.0,12.6,,4,3,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ingenieur_electronique,bureau,1,1,1,esii,,2009,ingenieur_electronique,192,5,oui,
rep_synth_0138,etudiant,femme,d,scientifique,6,11,15,6,5,10,13,16,,11.5,16.0,8.6,,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,ingenieur_materiaux,bureau,0,1,0,icmp,l3,0,,,4,oui,
rep_synth_0287,professionnel,homme,c,scientifique,15,9,11,9,12,17,17,16,,17.0,16.0,11.2,,3,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,horticulteur,laboratoire,0,0,1,iaa,,2008,controleur_qualite,155,5,oui,
rep_synth_0195,etudiant,femme,d,scientifique,12,14,11,6,10,17,17,19,,17.0,19.0,10.6,,3,2,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,ingenieur_maintenance,bureau,1,1,1,emii,m1,0,,,5,oui,
rep_synth_0134,etudiant,femme,a1,litteraire,13,16,19,12,11,8,,,,,,14.2,,3,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,ingenieur_genie_civil,bureau,0,1,0,caa,m1,0,,,4,oui,
rep_synth_0023,etudiant,femme,a2,litteraire,12,15,16,13,16,6,,,,,,14.4,,3,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,developpeur,terrain,0,1,0,teh,m1,0,,,4,oui,
rep_synth_0117,etudiant,femme,s,scientifique,10,17,12,11,11,18,14,16,,16.0,16.0,12.2,,4,3,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,chef_de_projet,recherche,1,0,1,iggia,l1,0,,,5,oui,
rep_synth_0250,etudiant,femme,s,scientifique,8,12,10,15,11,17,16,9,,16.5,9.0,11.2,,3,2,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,developpeur,bureau,1,1,1,esii,l3,0,,,5,oui,
rep_synth_0174,etudiant,femme,ose,economique,8,14,7,14,11,15,,,17,,,10.8,15.3,3,2,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,developpeur,recherche,1,1,1,iggia,m2,0,,,5,oui,
rep_synth_0187,etudiant,homme,d,scientifique,12,7,11,12,8,13,12,20,,12.5,20.0,10.0,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,ecoguide,recherche,0,0,0,aee,m2,0,,,4,oui,
rep_synth_0335,professionnel,femme,c,scientifique,15,4,13,15,11,17,16,15,,16.5,15.0,11.6,,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,charge_etudes,recherche,1,1,1,icmp,,2020,technicien_laboratoire,45,4,oui,
rep_synth_0155,etudiant,femme,d,scientifique,7,10,9,9,7,7,18,16,,12.5,16.0,8.4,,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,technicien_laboratoire,bureau,0,1,0,icmp,l1,0,,,4,oui,
rep_synth_0286,professionnel,femme,ose,economique,11,12,13,13,14,17,,,17,,,12.6,15.7,4,3,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,ingenieur_genie_civil,bureau,1,1,1,iggia,,2015,consultant,87,5,oui,
rep_synth_0142,etudiant,femme,d,scientifique,11,12,11,12,9,14,13,14,,13.5,14.0,11.0,,3,2,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,consultant,recherche,1,0,1,iggia,m1,0,,,5,oui,
rep_synth_0333,professionnel,femme,l,litteraire,9,11,16,13,10,10,,,,,,11.8,,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,juriste,bureau,0,1,1,dtja,,2020,agronome,24,2,non,
rep_synth_0169,etudiant,homme,d,scientifique,8,12,14,9,11,15,16,17,,15.5,17.0,10.8,,3,2,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,ingenieur_electronique,recherche,1,1,1,esii,l2,0,,,5,oui,
rep_synth_0097,etudiant,homme,l,litteraire,12,17,13,16,14,13,,,,,,14.4,,4,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,gestionnaire_tourisme,relationnel,0,1,0,tee,l1,0,,,4,oui,
rep_synth_0293,professionnel,homme,s,scientifique,12,14,12,11,8,18,17,10,,17.5,10.0,11.4,,3,2,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,developpeur,bureau,1,1,1,esii,,2008,ingenieur_electronique,137,5,oui,
rep_synth_0381,professionnel,homme,s,scientifique,8,2,12,15,15,15,19,19,,17.0,19.0,10.4,,3,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,controleur_qualite,laboratoire,0,1,0,iaa,,2016,economiste,37,3,oui,
rep_synth_0197,etudiant,femme,a1,litteraire,17,17,16,14,14,10,,,,,,15.6,,4,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,directeur_hotel,terrain,0,1,0,teh,m2,0,,,5,oui,
rep_synth_0268,professionnel,femme,d,scientifique,12,9,3,16,10,16,12,16,,14.0,16.0,10.0,,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,ingenieur_electronique,bureau,1,1,1,esii,,2008,developpeur,193,5,oui,
rep_synth_0161,etudiant,femme,d,scientifique,11,9,13,12,9,11,20,18,,15.5,18.0,10.8,,3,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,controleur_qualite,terrain,0,0,0,iaa,l2,0,,,5,oui,
rep_synth_0361,professionnel,femme,a2,litteraire,15,13,15,18,13,8,,,,,,14.8,,4,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,assistant_juridique,bureau,0,1,0,dtja,,2018,juriste,88,4,oui,
rep_synth_0217,etudiant,homme,d,scientifique,10,6,10,10,8,16,15,17,,15.5,17.0,8.8,,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,technicien_superieur,recherche,1,0,1,emii,l1,0,,,5,oui,
rep_synth_0181,etudiant,femme,a2,litteraire,15,15,18,13,15,13,,,,,,15.2,,4,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,technicien_superieur,bureau,0,1,1,caa,l1,0,,,4,oui,
rep_synth_0154,etudiant,femme,c,scientifique,14,7,9,13,11,18,20,11,,19.0,11.0,10.8,,3,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,ingenieur_maintenance,bureau,1,1,1,emii,l2,0,,,5,oui,
rep_synth_0385,professionnel,homme,ose,economique,9,12,15,10,18,16,,,17,,,12.8,14.3,4,3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,comptable,bureau,0,1,1,fic,,2010,comptable,182,5,non,
rep_synth_0104,etudiant,femme,ose,economique,10,15,12,14,11,12,,,15,,,12.4,13.7,3,2,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,gestionnaire_tourisme,relationnel,1,1,0,tee,m2,0,,,4,non,
rep_synth_0043,etudiant,femme,s,scientifique,14,9,17,13,10,15,15,11,,15.0,11.0,12.6,,3,2,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,comptable,recherche,1,1,1,gca,l1,0,,,4,oui,
rep_synth_0207,etudiant,homme,a1,litteraire,18,16,18,10,19,9,,,,,,16.2,,5,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,economiste,relationnel,0,1,0,emp,l2,0,,,3,oui,
rep_synth_0351,professionnel,femme,ose,economique,11,13,11,16,9,9,,,16,,,12.0,13.7,3,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,analyste_financier,bureau,1,1,1,fic,,2018,comptable,87,4,oui,
rep_synth_0303,professionnel,femme,l,litteraire,16,14,18,13,13,10,,,,,,14.8,,4,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,charge_affaires,relationnel,0,1,1,caa,,2009,charge_affaires,171,5,oui,
rep_synth_0233,etudiant,homme,a2,litteraire,14,15,16,14,18,8,,,,,,15.4,,4,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,economiste,bureau,0,1,0,emp,l2,0,,,2,non,
rep_synth_0279,professionnel,femme,a1,litteraire,15,18,16,14,15,10,,,,,,15.6,,4,3,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,charge_affaires,relationnel,0,1,0,teh,,2014,responsable_restauration,110,4,oui,
rep_synth_0260,etudiant,homme,c,scientifique,10,16,14,10,8,19,15,8,,17.0,8.0,11.6,,3,2,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,conducteur_travaux,recherche,1,1,1,gca,l3,0,,,5,oui,
rep_synth_0047,etudiant,femme,ose,economique,9,17,10,15,13,11,,,16,,,12.8,14.0,3,2,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,directeur_hotel,relationnel,0,1,1,teh,l2,0,,,4,non,
rep_synth_0354,professionnel,homme,a2,litteraire,14,11,17,17,13,11,,,,,,14.4,,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,charge_etudes,relationnel,0,1,0,emp,,2016,economiste,85,4,oui,
rep_synth_0389,professionnel,homme,c,scientifique,3,10,11,12,8,17,16,6,,16.5,6.0,8.8,,2,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,analyste_financier,relationnel,0,0,1,fic,,2009,comptable,134,4,oui,
rep_synth_0075,etudiant,homme,c,scientifique,15,8,5,9,10,17,15,13,,16.0,13.0,9.4,,2,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,technicien_laboratoire,bureau,1,1,1,isaia,m2,0,,,5,oui,
rep_synth_0206,etudiant,femme,c,scientifique,11,10,14,13,14,15,14,14,,14.5,14.0,12.4,,3,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,technicien_laboratoire,bureau,0,0,1,fic,m2,0,,,4,oui,
rep_synth_0017,etudiant,femme,c,scientifique,12,11,7,12,9,19,16,10,,17.5,10.0,10.2,,3,2,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,conducteur_travaux,bureau,1,1,1,gca,m1,0,,,5,non,
rep_synth_0182,etudiant,homme,a2,litteraire,15,15,16,13,11,15,,,,,,14.0,,4,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,charge_affaires,bureau,0,1,1,caa,l1,0,,,4,oui,
rep_synth_0376,professionnel,femme,d,scientifique,10,7,14,15,11,18,12,17,,15.0,17.0,11.4,,3,2,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,comptable,bureau,1,1,1,iggia,,2018,developpeur,94,5,oui,
rep_synth_0145,etudiant,homme,c,scientifique,12,10,9,14,5,20,17,11,,18.5,11.0,10.0,,3,2,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,technicien_superieur,recherche,1,1,1,imticia,l2,0,,,5,oui,
rep_synth_0252,etudiant,homme,d,scientifique,5,8,12,17,9,10,11,16,,10.5,16.0,10.2,,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,ingenieur_materiaux,bureau,0,1,1,icmp,l1,0,,,4,non,
rep_synth_0130,etudiant,femme,d,scientifique,7,11,11,9,5,14,11,15,,12.5,15.0,8.6,,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,ingenieur_maintenance,bureau,1,1,1,emii,l3,0,,,5,oui,
rep_synth_0013,etudiant,homme,a1,litteraire,16,15,17,15,14,9,,,,,,15.4,,4,3,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ecoguide,relationnel,0,1,0,tee,l2,0,,,4,oui,
rep_synth_0211,etudiant,femme,c,scientifique,11,11,8,10,11,19,17,13,,18.0,13.0,10.2,,3,2,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,developpeur,bureau,1,1,1,isaia,m1,0,,,5,oui,
rep_synth_0262,professionnel,homme,c,scientifique,12,9,13,8,15,14,20,12,,17.0,12.0,11.4,,3,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,ingenieur_materiaux,terrain,0,1,1,icmp,,2021,ingenieur_materiaux,38,5,oui,
rep_synth_0005,etudiant,homme,d,scientifique,9,8,10,8,13,11,12,19,,11.5,19.0,9.6,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,technicien_production_vegetale,terrain,0,1,0,pip,m1,0,,,5,oui,
rep_synth_0365,professionnel,homme,a2,litteraire,12,14,14,15,11,8,,,,,,13.2,,3,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,directeur_hotel,relationnel,0,1,0,teh,,2011,responsable_restauration,136,4,oui,
rep_synth_0177,etudiant,femme,d,scientifique,8,15,8,9,10,15,12,19,,13.5,19.0,10.0,,3,2,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,developpeur,bureau,1,0,1,isaia,m2,0,,,5,oui,
rep_synth_0350,professionnel,homme,l,litteraire,11,16,18,15,12,12,,,,,,14.4,,4,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,responsable_restauration,relationnel,1,1,0,teh,,2020,responsable_restauration,53,4,oui,
rep_synth_0095,etudiant,femme,l,litteraire,14,13,11,10,15,10,,,,,,12.6,,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,ecoguide,relationnel,0,0,1,tee,m1,0,,,4,oui,
rep_synth_0336,professionnel,femme,ose,economique,16,18,7,14,12,15,,,20,,,13.4,16.3,4,3,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,ingenieur_materiaux,bureau,1,1,1,iggia,,2020,chef_de_projet,44,5,oui,
rep_synth_0278,professionnel,femme,s,scientifique,15,7,11,12,7,16,15,11,,15.5,11.0,10.4,,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,comptable,relationnel,1,0,1,fic,,2012,analyste_financier,149,4,oui,
rep_synth_0291,professionnel,femme,c,scientifique,11,7,11,8,9,19,17,10,,18.0,10.0,9.2,,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,developpeur_web,recherche,1,1,1,isaia,,2011,ingenieur_ml,118,5,oui,
rep_synth_0032,etudiant,homme,c,scientifique,12,15,13,9,9,19,15,13,,17.0,13.0,11.6,,3,2,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,developpeur_web,bureau,1,1,1,imticia,l1,0,,,5,oui,
rep_synth_0186,etudiant,femme,l,litteraire,17,13,14,15,13,6,,,,,,14.4,,3,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ecoguide,relationnel,0,1,0,tee,l1,0,,,4,oui,
rep_synth_0158,etudiant,homme,d,scientifique,12,9,12,11,10,14,6,17,,10.0,17.0,10.8,,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,data_scientist,recherche,1,1,1,isaia,l1,0,,,5,oui,
rep_synth_0096,etudiant,femme,c,scientifique,11,16,11,6,9,16,17,18,,16.5,18.0,10.6,,3,2,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,controleur_qualite,recherche,1,0,1,iaa,l1,0,,,5,oui,
rep_synth_0166,etudiant,femme,c,scientifique,9,17,13,12,6,17,15,10,,16.0,10.0,11.4,,3,2,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,developpeur_web,recherche,1,0,1,imticia,m1,0,,,5,oui,
rep_synth_0264,professionnel,homme,c,scientifique,13,12,15,15,7,17,14,11,,15.5,11.0,12.4,,3,2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,comptable,bureau,0,1,0,fic,,2010,comptable,172,4,oui,
rep_synth_0396,professionnel,homme,a1,litteraire,16,14,18,15,15,10,,,,,,15.6,,4,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,assistant_juridique,relationnel,0,1,0,dtja,,2012,assistant_juridique,105,4,oui,
rep_synth_0012,etudiant,femme,s,scientifique,11,16,9,9,6,16,10,14,,13.0,14.0,10.2,,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,agronome,terrain,0,0,1,aee,l2,0,,,4,oui,
rep_synth_0296,professionnel,femme,l,litteraire,14,16,18,14,13,11,,,,,,15.0,,4,3,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,gestionnaire_tourisme,relationnel,1,1,0,tee,,2021,ecoguide,56,4,non,
rep_synth_0035,etudiant,homme,a2,litteraire,15,15,17,11,14,10,,,,,,14.4,,4,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,economiste,bureau,1,1,0,emp,m2,0,,,2,non,
rep_synth_0297,professionnel,homme,ose,economique,5,13,12,10,12,13,,,16,,,10.4,13.0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,ecoguide,relationnel,0,1,0,tee,,2016,ecoguide,114,4,oui,
rep_synth_0229,etudiant,homme,l,litteraire,14,15,11,14,11,11,,,,,,13.0,,3,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,developpeur_web,relationnel,0,0,0,teh,l1,0,,,3,oui,
rep_synth_0367,professionnel,femme,a2,litteraire,17,12,15,16,15,9,,,,,,15.0,,4,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,assistant_juridique,relationnel,1,1,0,dtja,,2011,juriste,145,4,oui,
rep_synth_0329,professionnel,homme,s,scientifique,14,14,8,14,13,16,14,14,,15.0,14.0,12.6,,3,2,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,technicien_superieur,bureau,1,1,1,emii,,2020,ingenieur_maintenance,70,5,oui,
rep_synth_0288,professionnel,femme,c,scientifique,8,6,10,9,8,20,20,10,,20.0,10.0,8.2,,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ingenieur_electronique,bureau,1,1,1,esii,,2008,ingenieur_electronique,181,5,oui,
rep_synth_0384,professionnel,femme,d,scientifique,4,12,8,10,11,16,13,20,,14.5,20.0,9.0,,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,controleur_qualite,terrain,1,1,1,iaa,,2016,controleur_qualite,95,5,oui,
rep_synth_0352,professionnel,femme,a1,litteraire,14,16,16,12,16,9,,,,,,14.8,,4,3,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,charge_etudes,bureau,0,1,1,emp,,2016,charge_etudes,78,4,oui,
rep_synth_0331,professionnel,femme,d,scientifique,7,10,12,10,15,11,16,18,,13.5,18.0,10.8,,3,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,consultant,laboratoire,0,1,0,iaa,,2010,controleur_qualite,164,5,oui,
